% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.646468941e+02 +9.646468941e+02 +1.044126894e+03 +1.044126894e+03 +1.7000e+01 +2.5000e+01
3 +2.459396941e+02 +2.459396941e+02 +3.254196941e+02 +3.254196941e+02 +7.0000e+00 +1.3000e+01
63 +1.385156941e+02 +1.385156941e+02 +2.179956941e+02 +2.179956941e+02 +4.0000e+00 +1.0000e+01
103 +8.689969408e+01 +8.689969408e+01 +1.663796941e+02 +1.663796941e+02 +2.0000e+00 +8.0000e+00
143 +5.128369408e+01 +5.128369408e+01 +1.307636941e+02 +1.307636941e+02 +0.0000e+00 +6.0000e+00
163 +3.797009408e+01 +3.797009408e+01 +1.174500941e+02 +1.174500941e+02 +0.0000e+00 +5.0000e+00
203 +1.734289408e+01 +1.734289408e+01 +9.682289408e+01 +9.682289408e+01 +0.0000e+00 +3.0000e+00
223 +1.002929408e+01 +1.002929408e+01 +8.950929408e+01 +8.950929408e+01 +0.0000e+00 +2.0000e+00
243 +4.715694080e+00 +4.715694080e+00 +8.419569408e+01 +8.419569408e+01 +0.0000e+00 +1.0000e+00
263 +1.402094080e+00 +1.402094080e+00 +8.088209408e+01 +8.088209408e+01 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.677804735e+03 +1.677804735e+03 +2.072284735e+03 +2.072284735e+03 +2.7000e+01 +2.4000e+01
2 +3.004831347e+02 +3.004831347e+02 +6.949631347e+02 +6.949631347e+02 +0.0000e+00 +1.4000e+01
10 +2.205631347e+02 +2.205631347e+02 +6.150431347e+02 +6.150431347e+02 +5.0000e+00 +9.0000e+00
40 +1.454559347e+02 +1.454559347e+02 +5.399359347e+02 +5.399359347e+02 +6.0000e+00 +4.0000e+00
80 +8.630073472e+01 +8.630073472e+01 +4.807807347e+02 +4.807807347e+02 +4.0000e+00 +2.0000e+00
100 +6.272313472e+01 +6.272313472e+01 +4.572031347e+02 +4.572031347e+02 +3.0000e+00 +1.0000e+00
140 +3.234873472e+01 +3.234873472e+01 +4.268287347e+02 +4.268287347e+02 +1.0000e+00 +0.0000e+00
160 +2.355193472e+01 +2.355193472e+01 +4.180319347e+02 +4.180319347e+02 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.506273280e+01 +1.506273280e+01 -2.320472672e+02 -2.320472672e+02 +0.0000e+00 +1.0000e+00
