% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.059310417e+03 +8.059310417e+03 +8.138790417e+03 +8.138790417e+03 +3.1000e+01 +1.7000e+01 +2.7000e+01 +5.0000e+00 +4.0000e+00 +4.0000e+00 +2.5000e+01 +3.0000e+01 +1.6000e+01 +3.0000e+01 +2.5000e+01 +1.1000e+01 +1.2000e+01 +1.6000e+01 +5.0000e+00 +4.0000e+00 +7.0000e+00 +3.0000e+01 +2.5000e+01 +5.0000e+00
22 +5.401347217e+03 +5.401347217e+03 +5.480827217e+03 +5.480827217e+03 +1.8000e+01 +1.8000e+01 +1.8000e+01 +2.2000e+01 +1.8000e+01 +1.8000e+01 +2.2000e+01 +1.8000e+01 +1.8000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.8000e+01 +0.0000e+00 +0.0000e+00 +1.8000e+01 +1.8000e+01 +1.8000e+01 +1.8000e+01 +2.2000e+01
42 +3.502075217e+03 +3.502075217e+03 +3.581555217e+03 +3.581555217e+03 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01 +1.3000e+01
54 +2.114620817e+03 +2.114620817e+03 +2.194100817e+03 +2.194100817e+03 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01
62 +1.389651217e+03 +1.389651217e+03 +1.469131217e+03 +1.469131217e+03 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00
70 +8.246816173e+02 +8.246816173e+02 +9.041616173e+02 +9.041616173e+02 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00
74 +6.021968173e+02 +6.021968173e+02 +6.816768173e+02 +6.816768173e+02 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00
82 +2.772272173e+02 +2.772272173e+02 +3.567072173e+02 +3.567072173e+02 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00
86 +1.747424173e+02 +1.747424173e+02 +2.542224173e+02 +2.542224173e+02 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00
90 +1.122576173e+02 +1.122576173e+02 +1.917376173e+02 +1.917376173e+02 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00
