% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.594763846e+26 +6.594763846e+26 +6.594763846e+26 +6.594763846e+26 +2.5680e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.320543081e+26 +3.320543081e+26 +3.320543081e+26 +3.320543081e+26 +1.8222e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +1.023267402e+26 +1.023267402e+26 +1.023267402e+26 +1.023267402e+26 +1.0116e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +5.328026723e+25 +5.328026723e+25 +5.328026723e+25 +5.328026723e+25 +7.2993e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
10 +3.218756740e+25 +3.218756740e+25 +3.218756740e+25 +3.218756740e+25 +5.6734e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
27 +2.022084423e+25 +2.022084423e+25 +2.022084423e+25 +2.022084423e+25 +4.4968e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
96 +5.467352663e+24 +5.467352663e+24 +5.467352663e+24 +5.467352663e+24 +2.3382e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
143 +9.538032400e+22 +9.538032400e+22 +9.538032400e+22 +9.538032400e+22 +3.0884e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.648183505e+26 +2.648183505e+26 +2.648183505e+26 +2.648183505e+26 +1.6273e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +1.578684887e+26 +1.578684887e+26 +1.578684887e+26 +1.578684887e+26 +1.2565e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 +9.959429505e+25 +9.959429505e+25 +9.959429505e+25 +9.959429505e+25 +9.9797e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
13 +1.199725581e+25 +1.199725581e+25 +1.199725581e+25 +1.199725581e+25 +3.4637e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
43 +4.184207218e+24 +4.184207218e+24 +4.184207218e+24 +4.184207218e+24 +2.0455e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
55 +2.617274460e+24 +2.617274460e+24 +2.617274460e+24 +2.617274460e+24 +1.6178e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
74 +7.076802250e+23 +7.076802250e+23 +7.076802250e+23 +7.076802250e+23 +8.4124e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
176 +9.100886913e+21 +9.100886913e+21 +9.100886913e+21 +9.100886913e+21 +9.5399e+10 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
