% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.263968128e+26 +2.263968128e+26 +2.263968128e+26 +2.263968128e+26 +1.5046e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
15 +1.021094130e+26 +1.021094130e+26 +1.021094130e+26 +1.021094130e+26 +1.0105e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
26 +3.022776306e+25 +3.022776306e+25 +3.022776306e+25 +3.022776306e+25 +5.4980e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
38 +2.366433473e+25 +2.366433473e+25 +2.366433473e+25 +2.366433473e+25 +4.8646e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
54 +2.592168978e+24 +2.592168978e+24 +2.592168978e+24 +2.592168978e+24 +1.6100e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
87 +9.852348054e+22 +9.852348054e+22 +9.852348054e+22 +9.852348054e+22 +3.1388e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
198 +2.242776916e+21 +2.242776916e+21 +2.242776916e+21 +2.242776916e+21 +4.7358e+10 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.798968863e+24 +1.798968863e+24 +1.798968863e+24 +1.798968863e+24 +1.3413e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
16 +3.995007391e+23 +3.995007391e+23 +3.995007391e+23 +3.995007391e+23 +6.3206e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
48 +2.081735910e+23 +2.081735910e+23 +2.081735910e+23 +2.081735910e+23 +4.5626e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
311 +2.093614604e+22 +2.093614604e+22 +2.093614604e+22 +2.093614604e+22 +1.4469e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
425 +1.682531614e+21 +1.682531614e+21 +1.682531614e+21 +1.682531614e+21 +4.1019e+10 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.372699117e+26 +1.372699117e+26 +1.372699117e+26 +1.372699117e+26 +1.1716e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +8.335420064e+25 +8.335420064e+25 +8.335420064e+25 +8.335420064e+25 +9.1299e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +1.594690490e+25 +1.594690490e+25 +1.594690490e+25 +1.594690490e+25 +3.9934e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
43 +2.952603115e+24 +2.952603115e+24 +2.952603115e+24 +2.952603115e+24 +1.7183e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
177 +1.614349866e+24 +1.614349866e+24 +1.614349866e+24 +1.614349866e+24 +1.2706e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
182 +3.218004587e+23 +3.218004587e+23 +3.218004587e+23 +3.218004587e+23 +5.6727e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
482 +5.084274853e+22 +5.084274853e+22 +5.084274853e+22 +5.084274853e+22 +2.2548e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.530800833e+25 +8.530800833e+25 +8.530800833e+25 +8.530800833e+25 +9.2362e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.560493558e+25 +3.560493558e+25 +3.560493558e+25 +3.560493558e+25 +5.9670e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
19 +1.115341120e+25 +1.115341120e+25 +1.115341120e+25 +1.115341120e+25 +3.3397e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
26 +5.041872531e+24 +5.041872531e+24 +5.041872531e+24 +5.041872531e+24 +2.2454e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
42 +9.117341557e+23 +9.117341557e+23 +9.117341557e+23 +9.117341557e+23 +9.5485e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
71 +5.187767671e+23 +5.187767671e+23 +5.187767671e+23 +5.187767671e+23 +7.2026e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
93 +2.081069764e+23 +2.081069764e+23 +2.081069764e+23 +2.081069764e+23 +4.5619e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
292 +7.553017129e+21 +7.553017129e+21 +7.553017129e+21 +7.553017129e+21 +8.6908e+10 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.629508045e+26 +4.629508045e+26 +4.629508045e+26 +4.629508045e+26 +2.1516e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +1.007753918e+26 +1.007753918e+26 +1.007753918e+26 +1.007753918e+26 +1.0039e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
16 +4.163242108e+25 +4.163242108e+25 +4.163242108e+25 +4.163242108e+25 +6.4523e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
39 +2.574909310e+25 +2.574909310e+25 +2.574909310e+25 +2.574909310e+25 +5.0744e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
48 +1.212044418e+25 +1.212044418e+25 +1.212044418e+25 +1.212044418e+25 +3.4814e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
68 +2.926277807e+24 +2.926277807e+24 +2.926277807e+24 +2.926277807e+24 +1.7106e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
98 +1.912712388e+24 +1.912712388e+24 +1.912712388e+24 +1.912712388e+24 +1.3830e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
104 +1.267517635e+23 +1.267517635e+23 +1.267517635e+23 +1.267517635e+23 +3.5602e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
317 +9.861596069e+19 +9.861596069e+19 +9.861596069e+19 +9.861596069e+19 +9.9306e+09 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.185213749e+27 +1.185213749e+27 +1.185213749e+27 +1.185213749e+27 +3.4427e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.450478380e+26 +3.450478380e+26 +3.450478380e+26 +3.450478380e+26 +1.8575e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 +3.099812203e+25 +3.099812203e+25 +3.099812203e+25 +3.099812203e+25 +5.5676e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
14 +1.797288840e+25 +1.797288840e+25 +1.797288840e+25 +1.797288840e+25 +4.2394e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
15 +1.557278260e+22 +1.557278260e+22 +1.557278260e+22 +1.557278260e+22 +1.2479e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.307010838e+26 +8.307010838e+26 +8.307010838e+26 +8.307010838e+26 +2.8822e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +1.831529964e+26 +1.831529964e+26 +1.831529964e+26 +1.831529964e+26 +1.3533e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 +1.314427595e+26 +1.314427595e+26 +1.314427595e+26 +1.314427595e+26 +1.1465e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
13 +2.469522211e+25 +2.469522211e+25 +2.469522211e+25 +2.469522211e+25 +4.9694e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
18 +1.033875005e+25 +1.033875005e+25 +1.033875005e+25 +1.033875005e+25 +3.2154e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
41 +6.012005151e+24 +6.012005151e+24 +6.012005151e+24 +6.012005151e+24 +2.4519e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
82 +2.218915432e+24 +2.218915432e+24 +2.218915432e+24 +2.218915432e+24 +1.4896e+12 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
195 +6.885779763e+22 +6.885779763e+22 +6.885779763e+22 +6.885779763e+22 +2.6241e+11 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.153522115e+26 +1.153522115e+26 +1.153522115e+26 +1.153522115e+26 +1.0740e+13 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
