% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.287160910e+04 +1.287160910e+04 +1.295108910e+04 +1.295108910e+04
19 +9.969869903e+03 +9.969869903e+03 +1.004934990e+04 +1.004934990e+04
38 +3.196106703e+03 +3.196106703e+03 +3.275586703e+03 +3.275586703e+03
56 +2.344786703e+03 +2.344786703e+03 +2.424266703e+03 +2.424266703e+03
62 +1.388812303e+03 +1.388812303e+03 +1.468292303e+03 +1.468292303e+03
74 +5.857403034e+02 +5.857403034e+02 +6.652203034e+02 +6.652203034e+02
86 +2.438091034e+02 +2.438091034e+02 +3.232891034e+02 +3.232891034e+02
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.426704824e+04 +1.426704824e+04 +1.466152824e+04 +1.466152824e+04
16 +7.680928237e+03 +7.680928237e+03 +8.075408237e+03 +8.075408237e+03
34 +5.158401837e+03 +5.158401837e+03 +5.552881837e+03 +5.552881837e+03
49 +3.623598637e+03 +3.623598637e+03 +4.018078637e+03 +4.018078637e+03
52 +2.361249837e+03 +2.361249837e+03 +2.755729837e+03 +2.755729837e+03
58 +1.373537837e+03 +1.373537837e+03 +1.768017837e+03 +1.768017837e+03
67 +9.653986374e+02 +9.653986374e+02 +1.359878637e+03 +1.359878637e+03
73 +2.946226374e+02 +2.946226374e+02 +6.891026374e+02 +6.891026374e+02
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.043996328e+03 +9.043996328e+03 +8.796886328e+03 +8.796886328e+03
31 +5.046311528e+03 +5.046311528e+03 +4.799201528e+03 +4.799201528e+03
37 +2.202226728e+03 +2.202226728e+03 +1.955116728e+03 +1.955116728e+03
43 +1.489954728e+03 +1.489954728e+03 +1.242844728e+03 +1.242844728e+03
55 +6.809403283e+02 +6.809403283e+02 +4.338303283e+02 +4.338303283e+02
61 +2.685739283e+02 +2.685739283e+02 +2.146392832e+01 +2.146392832e+01
67 +1.910075283e+02 +1.910075283e+02 -5.610247168e+01 -5.610247168e+01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.627978845e+04 +1.627978845e+04 +1.612774845e+04 +1.612774845e+04
2 +1.340434525e+04 +1.340434525e+04 +1.325230525e+04 +1.325230525e+04
5 +9.664110049e+03 +9.664110049e+03 +9.512070049e+03 +9.512070049e+03
71 +5.917684449e+03 +5.917684449e+03 +5.765644449e+03 +5.765644449e+03
83 +2.828231649e+03 +2.828231649e+03 +2.676191649e+03 +2.676191649e+03
89 +2.026986849e+03 +2.026986849e+03 +1.874946849e+03 +1.874946849e+03
101 +1.187146849e+03 +1.187146849e+03 +1.035106849e+03 +1.035106849e+03
268 +6.779900493e+02 +6.779900493e+02 +5.259500493e+02 +5.259500493e+02
274 +4.412668493e+02 +4.412668493e+02 +2.892268493e+02 +2.892268493e+02
280 +2.808860493e+02 +2.808860493e+02 +1.288460493e+02 +1.288460493e+02
286 +1.863804493e+02 +1.863804493e+02 +3.434044928e+01 +3.434044928e+01
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.390717101e+04 +1.390717101e+04 +1.388192101e+04 +1.388192101e+04
2 +7.947313405e+03 +7.947313405e+03 +7.922063405e+03 +7.922063405e+03
20 +5.357043005e+03 +5.357043005e+03 +5.331793005e+03 +5.331793005e+03
26 +3.562678205e+03 +3.562678205e+03 +3.537428205e+03 +3.537428205e+03
44 +1.595879805e+03 +1.595879805e+03 +1.570629805e+03 +1.570629805e+03
50 +1.176662205e+03 +1.176662205e+03 +1.151412205e+03 +1.151412205e+03
56 +7.810974054e+02 +7.810974054e+02 +7.558474054e+02 +7.558474054e+02
62 +5.053214054e+02 +5.053214054e+02 +4.800714054e+02 +4.800714054e+02
68 +3.438846054e+02 +3.438846054e+02 +3.186346054e+02 +3.186346054e+02
74 +1.289726054e+02 +1.289726054e+02 +1.037226054e+02 +1.037226054e+02
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.115140977e+04 +1.115140977e+04 +1.115363977e+04 +1.115363977e+04
4 +9.154566573e+03 +9.154566573e+03 +9.156796573e+03 +9.156796573e+03
18 +6.004507373e+03 +6.004507373e+03 +6.006737373e+03 +6.006737373e+03
24 +3.946838573e+03 +3.946838573e+03 +3.949068573e+03 +3.949068573e+03
42 +2.291259373e+03 +2.291259373e+03 +2.293489373e+03 +2.293489373e+03
60 +1.308966573e+03 +1.308966573e+03 +1.311196573e+03 +1.311196573e+03
66 +4.002625734e+02 +4.002625734e+02 +4.024925734e+02 +4.024925734e+02
72 +3.060833734e+02 +3.060833734e+02 +3.083133734e+02 +3.083133734e+02
78 +1.890017734e+02 +1.890017734e+02 +1.912317734e+02 +1.912317734e+02
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.392671285e+04 +1.392671285e+04 +1.391363285e+04 +1.391363285e+04
3 +9.435047251e+03 +9.435047251e+03 +9.421967251e+03 +9.421967251e+03
20 +4.248416851e+03 +4.248416851e+03 +4.235336851e+03 +4.235336851e+03
26 +3.101466451e+03 +3.101466451e+03 +3.088386451e+03 +3.088386451e+03
32 +2.008935251e+03 +2.008935251e+03 +1.995855251e+03 +1.995855251e+03
38 +1.485698451e+03 +1.485698451e+03 +1.472618451e+03 +1.472618451e+03
44 +6.363320512e+02 +6.363320512e+02 +6.232520512e+02 +6.232520512e+02
50 +4.145336512e+02 +4.145336512e+02 +4.014536512e+02 +4.014536512e+02
56 +1.877912512e+02 +1.877912512e+02 +1.747112512e+02 +1.747112512e+02
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.782983638e+03 +9.782983638e+03 +1.005014364e+04 +1.005014364e+04
13 +4.512914838e+03 +4.512914838e+03 +4.780074838e+03 +4.780074838e+03
31 +2.591471638e+03 +2.591471638e+03 +2.858631638e+03 +2.858631638e+03
55 +1.341834838e+03 +1.341834838e+03 +1.608994838e+03 +1.608994838e+03
73 +9.470700378e+02 +9.470700378e+02 +1.214230038e+03 +1.214230038e+03
79 +3.813612378e+02 +3.813612378e+02 +6.485212378e+02 +6.485212378e+02
91 +2.419276378e+02 +2.419276378e+02 +5.090876378e+02 +5.090876378e+02
% function evaluation | noise-free fitness - Fopt (3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.407137105e+04 +1.407137105e+04 +1.407508105e+04 +1.407508105e+04
24 +9.385494250e+03 +9.385494250e+03 +9.389204250e+03 +9.389204250e+03
45 +5.193748650e+03 +5.193748650e+03 +5.197458650e+03 +5.197458650e+03
79 +2.423004650e+03 +2.423004650e+03 +2.426714650e+03 +2.426714650e+03
97 +1.336214250e+03 +1.336214250e+03 +1.339924250e+03 +1.339924250e+03
173 +8.022462502e+02 +8.022462502e+02 +8.059562502e+02 +8.059562502e+02
179 +4.548910502e+02 +4.548910502e+02 +4.586010502e+02 +4.586010502e+02
185 +3.535006502e+02 +3.535006502e+02 +3.572106502e+02 +3.572106502e+02
197 +2.326718502e+02 +2.326718502e+02 +2.363818502e+02 +2.363818502e+02
% function evaluation | noise-free fitness - Fopt (9.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.396837668e+04 +1.396837668e+04 +1.406315668e+04 +1.406315668e+04
26 +9.444584679e+03 +9.444584679e+03 +9.539364679e+03 +9.539364679e+03
64 +6.037247079e+03 +6.037247079e+03 +6.132027079e+03 +6.132027079e+03
75 +3.521658279e+03 +3.521658279e+03 +3.616438279e+03 +3.616438279e+03
87 +2.203432679e+03 +2.203432679e+03 +2.298212679e+03 +2.298212679e+03
91 +7.714774790e+02 +7.714774790e+02 +8.662574790e+02 +8.662574790e+02
97 +3.252454790e+02 +3.252454790e+02 +4.200254790e+02 +4.200254790e+02
304 +2.173894790e+02 +2.173894790e+02 +3.121694790e+02 +3.121694790e+02
% function evaluation | noise-free fitness - Fopt (2.339200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.656596588e+04 +1.656596588e+04 +1.679988588e+04 +1.679988588e+04
2 +1.028931628e+04 +1.028931628e+04 +1.052323628e+04 +1.052323628e+04
21 +8.032178683e+03 +8.032178683e+03 +8.266098683e+03 +8.266098683e+03
27 +5.983751483e+03 +5.983751483e+03 +6.217671483e+03 +6.217671483e+03
39 +3.387727483e+03 +3.387727483e+03 +3.621647483e+03 +3.621647483e+03
45 +2.448637883e+03 +2.448637883e+03 +2.682557883e+03 +2.682557883e+03
51 +1.312039483e+03 +1.312039483e+03 +1.545959483e+03 +1.545959483e+03
63 +6.108810829e+02 +6.108810829e+02 +8.448010829e+02 +8.448010829e+02
75 +2.335562829e+02 +2.335562829e+02 +4.674762829e+02 +4.674762829e+02
