% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.743248017e+03 +5.743248017e+03 +5.822728017e+03 +5.822728017e+03 +7.0000e+00 +0.0000e+00 +2.5000e+01 +3.0000e+01 +0.0000e+00 +1.3000e+01 +0.0000e+00 +2.4000e+01 +2.1000e+01 +1.1000e+01 +1.4000e+01 +1.4000e+01 +3.0000e+01 +9.0000e+00 +1.1000e+01 +1.6000e+01 +2.0000e+01 +7.0000e+00 +1.8000e+01 +2.2000e+01
18 +3.559910417e+03 +3.559910417e+03 +3.639390417e+03 +3.639390417e+03 +2.3000e+01 +0.0000e+00 +4.0000e+00 +9.0000e+00 +1.1000e+01 +2.1000e+01 +2.0000e+01 +0.0000e+00 +0.0000e+00 +1.1000e+01 +1.3000e+01 +0.0000e+00 +1.7000e+01 +1.5000e+01 +7.0000e+00 +2.3000e+01 +2.1000e+01 +5.0000e+00 +2.0000e+00 +8.0000e+00
48 +2.249523217e+03 +2.249523217e+03 +2.329003217e+03 +2.329003217e+03 +6.0000e+00 +1.2000e+01 +1.0000e+00 +6.0000e+00 +8.0000e+00 +1.8000e+01 +1.7000e+01 +0.0000e+00 +0.0000e+00 +8.0000e+00 +1.0000e+01 +0.0000e+00 +1.4000e+01 +1.2000e+01 +4.0000e+00 +2.0000e+01 +1.8000e+01 +2.0000e+00 +0.0000e+00 +5.0000e+00
78 +1.446294417e+03 +1.446294417e+03 +1.525774417e+03 +1.525774417e+03 +1.0000e+00 +1.1000e+01 +0.0000e+00 +3.0000e+00 +5.0000e+00 +1.5000e+01 +1.4000e+01 +0.0000e+00 +0.0000e+00 +5.0000e+00 +7.0000e+00 +0.0000e+00 +1.1000e+01 +9.0000e+00 +1.0000e+00 +1.7000e+01 +1.5000e+01 +0.0000e+00 +0.0000e+00 +2.0000e+00
108 +8.349568173e+02 +8.349568173e+02 +9.144368173e+02 +9.144368173e+02 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +1.2000e+01 +1.1000e+01 +0.0000e+00 +0.0000e+00 +2.0000e+00 +4.0000e+00 +0.0000e+00 +8.0000e+00 +6.0000e+00 +0.0000e+00 +1.4000e+01 +1.2000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
128 +5.364128173e+02 +5.364128173e+02 +6.158928173e+02 +6.158928173e+02 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +6.0000e+00 +4.0000e+00 +0.0000e+00 +1.2000e+01 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
148 +3.243392173e+02 +3.243392173e+02 +4.038192173e+02 +4.038192173e+02 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +2.0000e+00 +0.0000e+00 +1.0000e+01 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
168 +2.017760173e+02 +2.017760173e+02 +2.812560173e+02 +2.812560173e+02 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
188 +1.300528173e+02 +1.300528173e+02 +2.095328173e+02 +2.095328173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
208 +9.047841728e+01 +9.047841728e+01 +1.699584173e+02 +1.699584173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.839234082e+03 +5.839234082e+03 +6.233714082e+03 +6.233714082e+03 +1.4000e+01 +0.0000e+00 +2.1000e+01 +2.6000e+01 +1.7000e+01 +1.2000e+01 +5.0000e+00 +1.7000e+01 +9.0000e+00 +2.2000e+01 +1.4000e+01 +2.0000e+00 +1.7000e+01 +2.4000e+01 +2.5000e+01 +1.5000e+01 +2.6000e+01 +1.0000e+00 +1.3000e+01 +1.0000e+01
7 +3.954440482e+03 +3.954440482e+03 +4.348920482e+03 +4.348920482e+03 +1.4000e+01 +2.0000e+00 +2.6000e+01 +1.6000e+01 +1.0000e+00 +2.3000e+01 +9.0000e+00 +1.3000e+01 +0.0000e+00 +7.0000e+00 +2.0000e+00 +1.0000e+01 +1.0000e+01 +0.0000e+00 +2.7000e+01 +1.7000e+01 +1.0000e+00 +6.0000e+00 +1.1000e+01 +1.0000e+01
47 +2.435861282e+03 +2.435861282e+03 +2.830341282e+03 +2.830341282e+03 +2.0000e+00 +6.0000e+00 +2.2000e+01 +1.2000e+01 +0.0000e+00 +1.9000e+01 +5.0000e+00 +9.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +6.0000e+00 +6.0000e+00 +0.0000e+00 +2.3000e+01 +1.3000e+01 +0.0000e+00 +2.0000e+00 +7.0000e+00 +6.0000e+00
87 +1.499483682e+03 +1.499483682e+03 +1.893963682e+03 +1.893963682e+03 +0.0000e+00 +2.0000e+00 +1.8000e+01 +8.0000e+00 +0.0000e+00 +1.5000e+01 +1.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +2.0000e+00 +0.0000e+00 +1.9000e+01 +9.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +2.0000e+00
127 +9.558708819e+02 +9.558708819e+02 +1.350350882e+03 +1.350350882e+03 +0.0000e+00 +0.0000e+00 +1.4000e+01 +4.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.5000e+01 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
161 +6.230372819e+02 +6.230372819e+02 +1.017517282e+03 +1.017517282e+03 +0.0000e+00 +0.0000e+00 +5.0000e+00 +1.0000e+01 +1.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +8.0000e+00 +9.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
191 +3.502516819e+02 +3.502516819e+02 +7.447316819e+02 +7.447316819e+02 +0.0000e+00 +0.0000e+00 +2.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +6.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
211 +2.279540819e+02 +2.279540819e+02 +6.224340819e+02 +6.224340819e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +4.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
251 +1.466468819e+02 +1.466468819e+02 +5.411268819e+02 +5.411268819e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.716451796e+03 +3.716451796e+03 +3.469341796e+03 +3.469341796e+03 +8.0000e+00 +1.3000e+01 +3.0000e+01 +1.4000e+01 +6.0000e+00 +1.3000e+01 +3.0000e+00 +1.9000e+01 +2.0000e+01 +0.0000e+00 +1.1000e+01 +2.2000e+01 +7.0000e+00 +7.0000e+00 +3.0000e+00 +1.2000e+01 +1.5000e+01 +3.0000e+00 +1.4000e+01 +7.0000e+00
41 +2.273251796e+03 +2.273251796e+03 +2.026141796e+03 +2.026141796e+03 +8.0000e+00 +5.0000e+00 +2.6000e+01 +1.0000e+01 +2.0000e+00 +9.0000e+00 +0.0000e+00 +1.5000e+01 +1.6000e+01 +0.0000e+00 +7.0000e+00 +1.8000e+01 +3.0000e+00 +3.0000e+00 +0.0000e+00 +8.0000e+00 +1.1000e+01 +0.0000e+00 +1.0000e+01 +3.0000e+00
71 +1.478626196e+03 +1.478626196e+03 +1.231516196e+03 +1.231516196e+03 +2.0000e+00 +5.0000e+00 +2.3000e+01 +7.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +1.2000e+01 +1.3000e+01 +0.0000e+00 +4.0000e+00 +1.5000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +8.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00
101 +9.660965958e+02 +9.660965958e+02 +7.189865958e+02 +7.189865958e+02 +2.0000e+00 +0.0000e+00 +2.0000e+01 +4.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +9.0000e+00 +1.0000e+01 +0.0000e+00 +1.0000e+00 +1.2000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +5.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00
131 +6.218773958e+02 +6.218773958e+02 +3.747673958e+02 +3.747673958e+02 +0.0000e+00 +0.0000e+00 +1.7000e+01 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00
156 +3.922133958e+02 +3.922133958e+02 +1.451033958e+02 +1.451033958e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +6.0000e+00 +9.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +1.3000e+01 +2.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00
180 +2.111349958e+02 +2.111349958e+02 -3.597500416e+01 -3.597500416e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +1.0000e+00 +7.0000e+00 +4.0000e+00 +0.0000e+00 +8.0000e+00 +3.0000e+00 +1.2000e+01 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
200 +1.284693958e+02 +1.284693958e+02 -1.186406042e+02 -1.186406042e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +2.0000e+00 +0.0000e+00 +6.0000e+00 +1.0000e+00 +1.0000e+01 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
230 +9.586779584e+01 +9.586779584e+01 -1.512422042e+02 -1.512422042e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.404954435e+03 +4.404954435e+03 +4.252914435e+03 +4.252914435e+03 +1.0000e+00 +0.0000e+00 +2.0000e+00 +2.9000e+01 +4.0000e+00 +9.0000e+00 +5.0000e+00 +2.7000e+01 +2.5000e+01 +3.0000e+01 +4.0000e+00 +1.0000e+00 +9.0000e+00 +3.0000e+01 +1.2000e+01 +5.0000e+00 +0.0000e+00 +0.0000e+00 +1.5000e+01 +2.1000e+01
11 +3.977320835e+03 +3.977320835e+03 +3.825280835e+03 +3.825280835e+03 +0.0000e+00 +0.0000e+00 +1.0000e+00 +2.8000e+01 +3.0000e+00 +8.0000e+00 +4.0000e+00 +2.6000e+01 +2.4000e+01 +2.9000e+01 +3.0000e+00 +0.0000e+00 +8.0000e+00 +2.9000e+01 +1.1000e+01 +4.0000e+00 +0.0000e+00 +0.0000e+00 +1.4000e+01 +2.0000e+01
