% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (2.339200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.797529868e+04 +1.797529868e+04 +1.820921868e+04 +1.820921868e+04
2 +1.158051948e+04 +1.158051948e+04 +1.181443948e+04 +1.181443948e+04
3 +9.911977083e+03 +9.911977083e+03 +1.014589708e+04 +1.014589708e+04
46 +5.634210683e+03 +5.634210683e+03 +5.868130683e+03 +5.868130683e+03
58 +3.913609083e+03 +3.913609083e+03 +4.147529083e+03 +4.147529083e+03
76 +2.267516283e+03 +2.267516283e+03 +2.501436283e+03 +2.501436283e+03
88 +1.318924283e+03 +1.318924283e+03 +1.552844283e+03 +1.552844283e+03
100 +8.361818829e+02 +8.361818829e+02 +1.070101883e+03 +1.070101883e+03
106 +4.888842829e+02 +4.888842829e+02 +7.228042829e+02 +7.228042829e+02
112 +2.777226829e+02 +2.777226829e+02 +5.116426829e+02 +5.116426829e+02
118 +2.457994829e+02 +2.457994829e+02 +4.797194829e+02 +4.797194829e+02
130 +1.576986829e+02 +1.576986829e+02 +3.916186829e+02 +3.916186829e+02
% function evaluation | noise-free fitness - Fopt (-6.092000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.508378293e+04 +1.508378293e+04 +1.502286293e+04 +1.502286293e+04
33 +8.771533334e+03 +8.771533334e+03 +8.710613334e+03 +8.710613334e+03
54 +4.978141334e+03 +4.978141334e+03 +4.917221334e+03 +4.917221334e+03
60 +3.090122134e+03 +3.090122134e+03 +3.029202134e+03 +3.029202134e+03
66 +1.598686934e+03 +1.598686934e+03 +1.537766934e+03 +1.537766934e+03
72 +5.882069344e+02 +5.882069344e+02 +5.272869344e+02 +5.272869344e+02
78 +3.929829344e+02 +3.929829344e+02 +3.320629344e+02 +3.320629344e+02
90 +1.809733344e+02 +1.809733344e+02 +1.200533344e+02 +1.200533344e+02
% function evaluation | noise-free fitness - Fopt (-1.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.194941002e+04 +1.194941002e+04 +1.192993002e+04 +1.192993002e+04
37 +9.973395617e+03 +9.973395617e+03 +9.953915617e+03 +9.953915617e+03
62 +4.872648417e+03 +4.872648417e+03 +4.853168417e+03 +4.853168417e+03
86 +2.589163617e+03 +2.589163617e+03 +2.569683617e+03 +2.569683617e+03
92 +1.763915617e+03 +1.763915617e+03 +1.744435617e+03 +1.744435617e+03
98 +7.350836173e+02 +7.350836173e+02 +7.156036173e+02 +7.156036173e+02
100 +4.483556173e+02 +4.483556173e+02 +4.288756173e+02 +4.288756173e+02
110 +2.551028173e+02 +2.551028173e+02 +2.356228173e+02 +2.356228173e+02
112 +1.927300173e+02 +1.927300173e+02 +1.732500173e+02 +1.732500173e+02
% function evaluation | noise-free fitness - Fopt (1.344700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.246489594e+04 +1.246489594e+04 +1.259936594e+04 +1.259936594e+04
9 +9.732270340e+03 +9.732270340e+03 +9.866740340e+03 +9.866740340e+03
53 +5.007699140e+03 +5.007699140e+03 +5.142169140e+03 +5.142169140e+03
59 +3.409887940e+03 +3.409887940e+03 +3.544357940e+03 +3.544357940e+03
84 +1.838438340e+03 +1.838438340e+03 +1.972908340e+03 +1.972908340e+03
90 +1.471204740e+03 +1.471204740e+03 +1.605674740e+03 +1.605674740e+03
96 +9.543551405e+02 +9.543551405e+02 +1.088825140e+03 +1.088825140e+03
102 +5.320399405e+02 +5.320399405e+02 +6.665099405e+02 +6.665099405e+02
126 +2.462431405e+02 +2.462431405e+02 +3.807131405e+02 +3.807131405e+02
% function evaluation | noise-free fitness - Fopt (4.453500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.577721908e+04 +1.577721908e+04 +1.622256908e+04 +1.622256908e+04
8 +9.526489482e+03 +9.526489482e+03 +9.971839482e+03 +9.971839482e+03
20 +3.400062282e+03 +3.400062282e+03 +3.845412282e+03 +3.845412282e+03
44 +2.462457482e+03 +2.462457482e+03 +2.907807482e+03 +2.907807482e+03
50 +1.500087882e+03 +1.500087882e+03 +1.945437882e+03 +1.945437882e+03
62 +9.883502822e+02 +9.883502822e+02 +1.433700282e+03 +1.433700282e+03
84 +3.727054822e+02 +3.727054822e+02 +8.180554822e+02 +8.180554822e+02
90 +2.367214822e+02 +2.367214822e+02 +6.820714822e+02 +6.820714822e+02
